doc,tags,eng_doc,eng_tags
"개인 튜터와의 만족도 피드백

튜터링 서비스 만족도 조사
개인 튜터와의 피드백","튜터링 서비스,만족도 조사,개인 튜터","Satisfaction feedback with personal tutoring

Tutoring service satisfaction survey
Feedback with personal tutoring","Tutoring service, satisfaction survey, personal tutor"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","진료 예약,보호조치 요청,상담 녹음 안내","Various conversations on the counseling phone

Request for customer protection measures
Counseling recording guidance
Medical appointment and inquiry","Medical appointment, protection measure request, counseling recording guidance"
"회사 업무 상담

프로젝트 진행 상황 보고
일정 조율","프로젝트 진행 상황,일정 조율","Business consultation at the company

Report on the progress of the project
Adjusting the schedule","Progress of the project, adjusting the schedule"
"회사 프로젝트 회의

프로젝트 진행 상황 보고
다음 회의 일정 조율
업무 분담","프로젝트,회의,일정","Company project meeting

Report on the progress of the project
Adjust the schedule of the next meeting
Division of work","Project, meeting, schedule"
"여행 계획 상담

여행 일정 조율
숙소 예약 방법 안내
관광지 추천","여행,숙소,관광지","Travel plan consultation

Adjusting travel schedule
Instructions on how to book accommodation
Recommendation of tourist attractions","Travel, accommodation, tourist attractions"
"영어 회화 수업

영어 회화 연습
단어 외우기
문법 공부","영어,회화,문법","English conversation class

English conversation practice
Memorizing words
Studying grammar","English, conversation, grammar"
"회사 프로젝트 회의

프로젝트 진행 상황 보고
다음 회의 일정 조율
업무 분담","프로젝트,진행상황,회의일정","Company project meeting

Report on project progress
Adjust the schedule for the next meeting
Task allocation","Project, progress, meeting schedule"
"여행 계획 상담

여행 일정 조율
숙소 예약 방법 안내
관광지 추천","여행,숙소예약,관광지","Travel plan consultation

Adjusting travel schedule
Instructions on how to book accommodation
Recommendation of tourist attractions","Travel, accommodation reservation, tourist attractions"
"영화 예매

영화 제목 확인
상영 시간표 확인
좌석 선택","영화,상영시간표,좌석선택","Movie reservation

Check movie title
Check screening schedule
Select seat","Movie, screening schedule, seat selection"
"운동 동호회 모임

다음 모임 일정 조율
운동 종목 토론","운동 동호회,모임 일정,운동 종목","Sports Club Meeting

Adjusting the next meeting schedule
Discussion of sports events","Sports Club, Meeting Schedule, Sports Events"
"개인 튜터링

수학 문제 풀이
과학 실험 보고서 작성 방법
영어 단어 암기 방법","수학,과학,영어","Private tutoring

Solving math problems
Methods for writing science experiment reports
Methods for memorizing English words","Math, Science, English"
"튜터에 대한 감사의 말 전달

튜터님께 감사의 말씀 전달
튜터님의 가르침이 많은 도움이 됨","튜터,감사","Expressing gratitude to the tutor

Expressing gratitude to the tutor
The tutor's teaching has been very helpful","Tutor, gratitude"
"부동산 중개사와의 상담

아파트 매매 가격 문의
부동산 시장 전망
대출 상담","아파트 매매,부동산 시장,대출","Consultation with a real estate agent

Inquiry about apartment sale price
Real estate market outlook
Loan consultation","Apartment sale, real estate market, loan"
"회사 프로젝트 회의

프로젝트 일정 조율
업무 분담 계획
다음 회의 일정","프로젝트 일정,업무 분담,회의 일정","Company project meeting

Adjusting project schedule
Task allocation plan
Next meeting schedule","Project schedule, task allocation, meeting schedule"
"여행 계획 상담

여행 일정 조율
숙소 예약 방법
관광지 추천","여행 일정,숙소 예약,관광지 추천","Travel plan consultation

Adjusting travel schedule
How to book accommodation
Recommended tourist spots","Travel schedule, accommodation reservation, recommended tourist spots"
"영화 예매

영화 제목 확인
상영 시간 확인
좌석 예매","영화 제목,상영 시간,좌석 예매","Movie reservation

Check movie title
Check screening time
Reserve seats","Movie title, screening time, seat reservation"
"동호회 모임 일정 조율

다음 주 토요일 오후 3시
장소는 아직 미정
참석 여부 확인 필요","모임 일정,장소 미정,참석 여부 확인","Adjusting the schedule for the club meeting

Next Saturday afternoon at 3 o'clock
Location is still undecided
Need to confirm attendance","Meeting schedule, location undecided, need to confirm attendance"
"상담 전화에서의 다양한 대화

상담 내용은 비공개",상담 내용 비공개,"Various conversations on the counseling phone

Counseling content is confidential",Counseling content confidential
"영화 예매

어벤져스: 엔드게임
4DX 상영
일요일 오후 2시","어벤져스: 엔드게임,4DX 상영,일요일 오후 2시","Movie ticket reservation

Avengers: Endgame
4DX screening
Sunday afternoon 2pm","Avengers: Endgame, 4DX screening, Sunday afternoon 2pm"
"동호회 활동 상담

동호회 활동 계획 논의",동호회 활동 계획,"Club activity consultation

Discussion of club activity plan",Club activity plan
"동호회 활동 상담

동호회 회비 납부 방법 논의","동호회 회비,동호회 활동 일정","Club activity consultation

Discuss club fee payment method","Club fee, club activity schedule"
"동호회 활동 상담

동호회 활동 일정 논의",동호회 활동 일정,"Club activity consultation

Discussion of club activity schedule",Club activity schedule
"동호회 활동 상담

동호회 활동 일정 논의","동호회 활동 일정,동호회 회비","Club activity consultation

Discussion of club activity schedule","Club activity schedule, club fee"
"동호회 활동 비용 문의

동호회 친구와 동호회 활동 비용 문의","동호회 활동,비용 문의","Inquiry about club activity costs

Inquiry about club activity costs with club friends","Club activity, cost inquiry"
"동호회 활동 일정 조율

동호회 친구와 동호회 활동 일정 조율","동호회 활동,일정 조율","Coordinating Club Activity Schedule

Coordinating club activity schedule with club friends","Club activity, schedule coordination"
"동호회 활동 장소 선정

동호회 친구와 동호회 활동 장소 선정","동호회 활동,장소 선정","Choosing a place for club activities

Choosing a place for club activities with club friends","Club activities, choosing a place"
"동호회 활동 참여 인원 확정

동호회 친구와 동호회 활동 참여 인원 확정","동호회 활동,참여 인원 확정","Confirm the number of participants in the club activity

Confirm the number of participants in the club activity with club friends","Club activity, confirm the number of participants"
"동호회 활동 예산 계획

동호회 친구와 동호회 활동 예산 계획","동호회 활동,예산 계획","Club Activity Budget Plan

Planning a budget for club activities with club friends","Club activity, budget plan"
"동호회 활동 만족도 피드백

전체적으로 만족스러웠음
다음 모임 날짜 조율 필요
활동 추천사항: 더 다양한 활동","동호회 활동,만족도 피드백,추천사항","Club Activity Satisfaction Feedback

Overall it was satisfactory
Need to adjust the date of the next meeting
Activity recommendations: More diverse activities","Club activity, satisfaction feedback, recommendations"
"상담 전화에서의 다양한 대화

고객 보호조치 요청
상담 녹음 안내
진료 예약 및 문의","고객 보호조치,상담 녹음,진료 예약,진료비 부담,보험 적용","Various conversations on the counseling phone

Request for customer protection measures
Counseling recording guidance
Reservation and inquiry for medical treatment","Customer protection measures, counseling recording, medical reservation, medical expenses burden, insurance application"
